PYNAM,PYCOMNAM,PYSPP,PYABBR,MODCAT,GENCAT,GenSci,GenCom,ANALCAT,AnalSci,AnalCom,COLLCAT,CollSci,Collcom
AGLAOPHAMUS SP,,2.14E+14,AGLASP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AGLAOPHAMUS CIRCINATA,,2.14E+14,AGLCIR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AGLAOPHAMUS VERRILLI,,2.14E+14,AGLVER,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS SP,,2.14E+14,NEPHSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS BUCERA,,2.14E+14,NEPBUC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS CAECA,,2.14E+14,NEPCAE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS CILIATA,,2.14E+14,NEPCIL,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS DISCORS,,2.14E+14,NEPDIS,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS INCISA,,2.14E+14,NEPINC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS LONGOSETOSA,,2.14E+14,NEPLON,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEPHTYS PICTA,,2.14E+14,NEPPIC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIDAE,,2.14E+14,NERFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CERATOCEPHALE LOVENI,,2.14E+14,CERLOV,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS SP,,2.14E+14,NERES1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS ACUMINATA,,2.14E+14,NERACU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS GRAYI,,2.14E+14,NERGRA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS PELAGICA,,2.14E+14,NERPEL,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS SUCCINEA,,2.14E+14,NERSUC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS VIRENS,,2.14E+14,NERVIR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NEREIS ZONATA,,2.14E+14,NERZON,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCIDAE,,2.14E+14,PHYFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE SP,,2.14E+14,ETEOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE FLAVA,,2.14E+14,ETEFLA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE HETEROPODA,,2.14E+14,ETEHET,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE LACTEA,,2.14E+14,ETELAC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE LONGA,,2.14E+14,ETELON,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ETEONE TRILINEATA,,2.14E+14,ETETRI,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EULALIA VIRIDIS,,2.14E+14,EULVIR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EUMIDA SANGUINEA,,2.14E+14,EUMSAN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PARANAITIS SPECIOSA,,2.14E+14,PARAS4,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCE SP,,2.14E+14,PHYLSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCE ARENAE,,2.14E+14,PHYARE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCE GROENLANDICA,,2.14E+14,PHYGRO,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCE MACULATA,,2.14E+14,PHYMAC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHYLLODOCE MUCOSA,,2.14E+14,PHYMUC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
POLYNOIDAE,,2.14E+14,POLFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ALENTIANA AURANTIACA,,2.14E+14,ALEAUR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ANTINOELLA SP,,2.14E+14,ANTISP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ANTINOELLA ANGUSTA,,2.14E+14,ANTANG,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
HARMOTHOE SP,,2.14E+14,HARMSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
HARMOTHOE EXTENUATA,,2.14E+14,HAREXT,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
HARMOTHOE IMBRICATA,,2.14E+14,HARIMB,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
LEPIDONOTUS SP,,2.14E+14,LEPISP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
LEPIDONOTUS SQUAMATUS,,2.14E+14,LEPSQU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SIGALIONIDAE,,2.14E+14,SIGFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
LEANIRA SP,,2.14E+14,LEANSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PHOLOE MINUTA,,2.14E+14,PHOMIN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SIGALION SP,,2.14E+14,SIGASP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SIGALION ARENICOLA,,2.14E+14,SIGARE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
STHENELAIS SP,,2.14E+14,STHESP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
STHENELAIS BOA,,2.14E+14,STHBOA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
STHENELAIS LIMICOLA,,2.14E+14,STHLIM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPHAERODORIDAE,,2.14E+14,SPHFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPHAERODORUM GRACILIS,,2.14E+14,SPHGRA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SYLLIDAE,,2.14E+14,SYLFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AUTOLYTUS SP,,2.14E+14,AUTOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AUTOLYTUS ALEXANDRI,,2.14E+14,AUTALE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EXOGONE SP,,2.14E+14,EXOGSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EXOGONE VERUGERA,,2.14E+14,EXOVER,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SYLLIDES SP,,2.14E+14,SYLLSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SYLLIS SP,,2.14E+14,SYLLS1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SYLLIS CORNUTA,,2.14E+14,SYLCOR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TOMOPTERIDAE,,2.14E+14,TOMFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TOMOPTERIS SP,,2.14E+14,TOMOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TOMOPTERIS HELGOLANDICA,,2.14E+14,TOMHEL,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SABELLIDAE,,2.14E+14,SABFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CHONE SP,,2.14E+14,CHONSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CHONE INFUNDIBULIFORMIS,,2.14E+14,CHOINF,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EUCHONE SP,,2.14E+14,EUCHSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
EUCHONE RUBROCINCTA,,2.14E+14,EUCRUB,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
JASMINEIRA SP,,2.14E+14,JASMSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
MYXICOLA INFUNDIBULUM,,2.14E+14,MYXINF,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
POTAMILLA NEGLECTA,,2.14E+14,POTNEG,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
POTAMILLA RENIFORMIS,,2.14E+14,POTREN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SABELLA CRASSICORNIS,,2.14E+14,SABCRA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SERPULIDAE,,2.14E+14,SERFA1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
FILOGRANA IMPLEXA,,2.14E+14,FILIMP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIRORBIS SP,,2.14E+14,SPIRS2,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIONIDA,,2.14E+14,SPIONI,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
FLABELLIGELLA SP,,2.14E+14,FLABSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CHAETOPTERIDAE,,2.14E+14,CHAFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CIRRATULIDAE,,2.14E+14,CIRFA1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CIRRATULUS SP,,2.14E+14,CIRRSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CIRRIFORMIA SP,,2.14E+14,CIRRS1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
THARYX SP,,2.14E+14,THARSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
THARYX ACUTUS,,2.14E+14,THAACU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CHAETOZONE SP,,2.14E+14,CHAESP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
CHAETOZONE SETOSA,,2.14E+14,CHASET,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
MAGELONA ROSEA,,2.14E+14,MAGROS,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIONIDAE,,2.14E+14,SPIFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
LAONICE CIRRATA,,2.14E+14,LAOCIR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
POLYDORA SP,,2.14E+14,POLYS1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PRIONOSPIO SP,,2.14E+14,PRIOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PRIONOSPIO STEENSTRUPI,,2.14E+14,PRISTE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SCOLECOLEPIDES SP,,2.14E+14,SCOLSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SCOLELEPIS SP,,2.14E+14,SCOLS1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SCOLELEPIS SQUAMATA,,2.14E+14,SCOSQU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIO SP,,2.14E+14,SPIOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIO FILICORNIS,,2.14E+14,SPIFIL,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIO SETOSA,,2.14E+14,SPISET,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIOPHANES SP,,2.14E+14,SPIOS1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SPIOPHANES BOMBYX,,2.14E+14,SPIBOM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
STREBLOSPIO BENEDICTI,,2.14E+14,STRBEN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TROCHOCHAETA SP,,2.14E+14,TROCSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
STERNASPIS SCUTATA,,2.14E+14,STESCU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TEREBELLIDA,,2.14E+14,TEREBE,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHARETIDAE,,2.14E+14,AMPFA1,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHARETE SP,,2.14E+14,AMPHSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHARETE ACUTIFRONS,,2.14E+14,AMPACU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHARETE ARCTICA,,2.14E+14,AMPARC,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHICTEIS GUNNERI,,2.14E+14,AMPGUN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ASABELLIDES SP,,2.14E+14,ASABSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ASABELLIDES OCULATA,,2.14E+14,ASAOCU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
MELINNA SP,,2.14E+14,MELISP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
MELINNA CRISTATA,,2.14E+14,MELCRI,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PECTINARIIDAE,,2.14E+14,PECFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PECTINARIA SP,,2.14E+14,PECTSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PECTINARIA GOULDI,,2.14E+14,PECGOU,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TEREBELLIDAE,,2.14E+14,TERFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHITRITE SP,,2.14E+14,AMPHS5,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
AMPHITRITE JOHNSTONI,,2.14E+14,AMPJOH,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
LOIMIA MEDUSA,,2.14E+14,LOIMED,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NICOLEA SP,,2.14E+14,NICOSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
NICOLEA VENUSTULA,,2.14E+14,NICVEN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
PISTA CRISTATA,,2.14E+14,PISCRI,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
POLYCIRRUS SP,,2.14E+14,POLYSP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TEREBELLA LAPIDARIA,,2.14E+14,TERLAP,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
THELEPUS CINCINNATUS,,2.14E+14,THECIN,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TRICHOBRANCHIDAE,,2.14E+14,TRIFAM,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TEREBELLIDES STROEMII,,2.14E+14,TERSTR,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
TRICHOBRANCHUS GLACIALIS,,2.14E+14,TRIGLA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
ARCHIANNELIDA,,2.14E+14,ARCHIA,BENINV,ANNELI,ANNELIDA,ANNELIDA,ANNELI,ANNELIDA,ANNELIDA,POLYCH,POLYCHAETA,POLYCHAETA
SIPUNCULA,SIPUNCULANS,3.10E+14,SIPUNC,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
ASPIDOSIPHON ALBUS,,3.11E+14,ASPALB,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
ASPIDOSIPHON PARVULUS,,3.11E+14,ASPPAR,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
GOLFINGIA SP,,3.11E+14,GOLFSP,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
GOLFINGIA CATHARINAE,,3.11E+14,GOLCAT,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
PHASCOLION STROMBI,HERMIT SIPUNCULID,3.11E+14,PHASTR,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
PHASCOLOPSIS GOULDII,GOULD'S SIPUNCULID,3.11E+14,PHAGOU,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
ECHIURA,ECHIURID WORMS,3.30E+14,ECHIUR,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
